N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
932,TIGER 경기방어,"9,980",160,-1.58%,0,810,"8,120",0.00,"16,649",N/A,N/A,
933,세원정공,"8,090",0,0.00%,500,809,"10,000",14.92,0,7.66,5.76,
934,KODEX 200IT TR,"12,040",300,-2.43%,0,807,"6,700",0.00,442,N/A,N/A,
935,KBSTAR 국채선물5년추종인버스,"52,920",305,-0.57%,0,806,"1,524",0.00,46,N/A,N/A,
936,유성기업,"3,105",65,-2.05%,500,806,"25,948",12.18,"21,467",10.08,2.97,
937,화천기공,"36,450",200,-0.55%,"5,000",802,"2,200",8.14,"7,091",8.61,3.08,
938,KR모터스,833,24,-2.80%,500,801,"96,137",46.22,"248,403",-8.41,-25.82,
939,TIGER 200 중공업,"3,235",50,-1.52%,0,799,"24,700",0.68,"458,385",N/A,N/A,
940,CS홀딩스,"68,700",600,-0.87%,"5,000",793,"1,154",2.80,806,5.41,5.87,
941,다스코,"4,695",130,-2.69%,500,792,"16,877",1.59,"40,749",-31.30,-2.02,
942,KODEX 건설,"3,220",75,-2.28%,0,792,"24,600",0.40,"532,748",N/A,N/A,
943,참엔지니어링,"1,340",60,-4.29%,500,788,"58,818",4.25,"824,269",-37.22,-2.55,
944,티에이치엔,"4,370",205,-4.48%,500,787,"18,000",2.05,"419,834",4.58,22.29,
945,DL이앤씨우,"37,000",50,-0.13%,"5,000",782,"2,114",5.75,"9,503",2.73,N/A,
946,현대건설우,"74,100","2,800",-3.64%,"5,000",782,"1,055",6.95,"8,774",20.30,N/A,
947,비비안,"2,615",50,+1.95%,500,779,"29,794",1.54,"1,468,123",-23.14,-3.32,
948,한국종합기술,"7,080",110,-1.53%,500,775,"10,950",2.52,"57,484",7.02,7.89,
949,TIGER 미국S&P500레버리지(합성 H),"29,315","2,190",-6.95%,0,774,"2,640",0.00,"60,705",N/A,N/A,
950,신한 WTI원유 선물 ETN(H),"7,625",300,-3.79%,0,762,"10,000",0.00,"1,872",N/A,N/A,
951,ARIRANG 국채선물3년,"52,115",180,+0.35%,0,761,"1,460",0.00,135,N/A,N/A,
952,DSR제강,"5,280",160,-2.94%,500,760,"14,400",3.36,"98,205",9.98,5.08,
953,TIGER 소프트웨어,"12,515",355,-2.76%,0,756,"6,040",2.41,"65,018",N/A,N/A,
954,제이준코스메틱,"1,015",55,-5.14%,500,755,"74,423",1.03,"722,256",-1.56,-63.88,
955,미래에셋증권우,"5,360",90,-1.65%,"5,000",754,"14,076",0.50,"20,269",3.68,N/A,
956,화천기계,"3,420",60,+1.79%,500,752,"22,000",3.44,"816,684",13.96,4.37,
957,삼정펄프,"30,050",150,+0.50%,"5,000",751,"2,500",3.40,"2,855",9.87,3.57,
958,TIGER 화장품,"2,875",110,-3.69%,0,749,"26,040",0.19,"1,268,659",N/A,N/A,
959,혜인,"5,870",110,-1.84%,500,746,"12,713",5.92,"70,880",13.68,4.98,
960,신한 인버스 2X WTI원유 선물 ETN(H),140,10,+7.69%,0,746,"533,000",0.00,"13,546,512",N/A,N/A,
961,TIGER KEDI혁신기업ESG30,"9,915",235,-2.32%,0,734,"7,400",0.53,"572,302",N/A,N/A,
962,TIGER 유로스탁스50(합성 H),"12,845",335,-2.54%,0,732,"5,700",0.06,"10,395",N/A,N/A,
963,ARIRANG 신흥국MSCI(합성 H),"9,995",170,-1.67%,0,732,"7,320",0.03,"45,621",N/A,N/A,
964,에쓰씨엔지니어링,"2,350",120,-4.86%,500,731,"31,121",0.40,"218,752",-8.83,N/A,
965,컨버즈,"4,100",0,0.00%,500,720,"17,549",0.16,0,-37.61,-19.16,
966,SOL 200 Top10,"8,350",105,-1.24%,0,718,"8,600",0.00,"3,505",N/A,N/A,
967,KBSTAR 고배당,"12,790",175,-1.35%,0,716,"5,600",0.01,"11,640",N/A,N/A,
968,KINDEX 국고채10년,"88,690","1,105",+1.26%,0,713,804,0.00,135,N/A,N/A,
969,케이탑리츠,"1,475",35,-2.32%,"1,000",709,"48,061",16.19,"383,243",6.17,N/A,
970,동일제강,"3,490",25,+0.72%,500,708,"20,300",0.63,"729,339",7.35,5.82,
971,KODEX 한국대만IT프리미어,"18,105",350,-1.90%,0,706,"3,900",0.02,"7,429",N/A,N/A,
972,SUN&L,"5,560",40,-0.71%,"1,000",701,"12,608",0.80,"6,822",-2.07,-17.83,
973,한익스프레스,"5,830",170,-2.83%,500,700,"12,000",2.85,"36,886",24.29,4.12,
974,KODEX K-신재생에너지액티브,"10,585",365,-3.33%,0,699,"6,600",4.29,"26,923",N/A,N/A,
975,KODEX K-미래차액티브,"10,540",270,-2.50%,0,696,"6,600",0.04,"30,075",N/A,N/A,
976,TIGER 미국나스닥100레버리지(합성),"9,725",505,-4.94%,0,690,"7,100",12.54,"3,325,369",N/A,N/A,
977,갤럭시아에스엠,"2,505",90,-3.47%,500,690,"27,550",3.90,"340,492",18.69,13.69,
978,SJM,"4,405",225,-4.86%,500,687,"15,605",12.37,"48,133",9.66,4.18,
979,인디에프,970,35,-3.48%,500,686,"70,713",0.73,"171,860",-2.91,-50.83,
980,TRUE S&P500 선물 ETN,"13,685",0,0.00%,0,684,"5,000",0.00,0,N/A,N/A,
981,금비,"68,000","2,100",-3.00%,"5,000",680,"1,000",0.56,"1,776","-3,238.10",3.62,
982,유한양행우,"57,500",600,-1.03%,"1,000",679,"1,181",0.00,"1,122",41.70,N/A,
983,DL우,"39,800",550,-1.36%,"5,000",671,"1,686",7.06,"1,291",0.96,N/A,
984,동원수산,"14,400",250,+1.77%,"5,000",670,"4,654",2.86,"1,553,350",8.98,14.25,
985,KBSTAR Fn컨택트대표,"9,100",300,-3.19%,0,670,"7,360",0.07,"37,615",N/A,N/A,
986,부국증권우,"22,000",250,-1.12%,"5,000",660,"3,000",11.96,"4,299",3.80,N/A,
987,케이비아이동국실업,754,31,-3.95%,500,658,"87,286",1.92,"132,793",-2.68,-13.24,
988,KINDEX G2전기차&자율주행액티브,"8,585",340,-3.81%,0,644,"7,500",0.03,"381,553",N/A,N/A,
989,한성기업,"10,350",570,+5.83%,"5,000",643,"6,210",0.61,"1,805,478",-8.56,-15.80,
990,TIGER 국채3년,"106,845",390,+0.37%,0,641,600,0.00,"1,195",N/A,N/A,
991,GS우,"35,900",300,-0.83%,"5,000",641,"1,785",10.01,"3,801",2.35,N/A,
992,주연테크,"1,080",10,-0.92%,200,639,"59,199",2.04,"395,922",17.70,8.09,
993,KB Wise 분할매매 ETN,"10,635",0,0.00%,0,638,"6,000",0.00,0,N/A,N/A,
994,KOSEF 인도Nifty50(합성),"18,445",310,-1.65%,0,636,"3,450",0.00,"15,991",N/A,N/A,
995,롯데칠성우,"82,000","1,700",-2.03%,500,636,775,7.19,"1,971",5.99,N/A,
996,KBSTAR 중국본토대형주CSI100,"18,000",575,-3.10%,0,630,"3,500",0.00,"3,200",N/A,N/A,
997,메타랩스,844,26,-2.99%,500,629,"74,523",0.00,"369,519",-3.82,-27.64,
998,대림통상,"4,105",50,-1.20%,"1,000",625,"15,225",0.78,"7,109",216.05,0.38,
999,KODEX 미국반도체MV,"9,920",230,-2.27%,0,625,"6,300",0.00,"86,710",N/A,N/A,
1000,TRUE 나스닥 100 ETN,"12,495",355,-2.76%,0,625,"5,000",0.00,394,N/A,N/A,
1001,KODEX 차이나2차전지MSCI(합성),"7,740",445,-5.44%,0,619,"8,000",6.16,"184,329",N/A,N/A,
1002,미래산업,"13,750",500,-3.51%,500,612,"4,452",4.16,"100,673",7.49,10.07,
1003,유엔젤,"4,625",95,-2.01%,500,610,"13,195",2.96,"157,676",4.16,33.10,
1004,TIGER 퓨처모빌리티액티브,"10,300",340,-3.20%,0,610,"5,920",5.34,"13,291",N/A,N/A,
1005,형지엘리트,"1,955",65,-3.22%,500,609,"31,155",4.00,"123,491",130.33,-1.23,
1006,TIGER 중장기국채,"48,920",325,+0.67%,0,607,"1,240",0.00,373,N/A,N/A,
1007,KINDEX 미국친환경그린테마INDXX,"9,465",280,-2.87%,0,606,"6,400",0.81,"8,859",N/A,N/A,
1008,진양화학,"5,020",170,-3.28%,500,602,"12,000",2.67,"82,590",-27.28,-8.35,
1009,미래에셋 전기전자 Core5 ETN,"29,775",730,-2.39%,0,596,"2,000",0.00,21,N/A,N/A,
1010,진양폴리,"5,950",100,-1.65%,500,595,"10,000",3.39,"184,149",15.66,13.49,
1011,에이엔피,"2,660",40,-1.48%,500,594,"22,336",0.00,"229,381",-4.91,-33.82,
1012,TIGER 인버스,"4,980",85,+1.74%,0,593,"11,900",3.03,"1,874,811",N/A,N/A,
1013,TIGER 200TR,"18,945",320,-1.66%,0,587,"3,100",5.61,"51,428",N/A,N/A,
1014,한화투자증권우,"12,200","1,050",+9.42%,"5,000",586,"4,800",1.01,"111,887",18.57,N/A,
1015,삼성 코스피 풋매도 ETN,"11,685",0,0.00%,0,584,"5,000",0.00,0,N/A,N/A,
1016,TRUE 인버스 2X 나스닥 100 ETN,"1,940",135,+7.48%,0,582,"30,000",0.00,"876,223",N/A,N/A,
1017,QV 레버리지 WTI원유 선물 ETN(H),"1,450",135,-8.52%,0,580,"40,000",0.00,"85,095",N/A,N/A,
1018,우신시스템,"3,160",145,-4.39%,500,579,"18,314",3.64,"116,356",-4.46,-13.92,
1019,SJM홀딩스,"3,875",115,-2.88%,500,579,"14,934",5.93,"25,805",13.60,2.84,
1020,호텔신라우,"76,900","1,500",-1.91%,"5,000",578,752,2.66,"4,140",113.59,N/A,
1021,우진아이엔에스,"7,480",20,-0.27%,500,570,"7,622",0.70,"22,893",-17.77,-3.24,
1022,동양고속,"19,650",400,-2.00%,"5,000",569,"2,896",0.47,"2,205",-2.38,-25.08,
1023,세우글로벌,"1,980",55,-2.70%,500,568,"28,705",0.27,"411,901",27.12,N/A,
1024,평화홀딩스,"3,865",0,0.00%,500,565,"14,625",14.86,"10,626",-3.51,-15.86,
1025,신한 인버스 2X 천연가스 선물 ETN,565,85,+17.71%,0,565,"100,000",0.00,"6,614,547",N/A,N/A,
1026,KODEX 차이나H,"15,020",475,-3.07%,0,556,"3,700",21.64,"32,828",N/A,N/A,
1027,HANARO 글로벌럭셔리S&P(합성),"17,170",370,-2.11%,0,551,"3,210",0.00,"68,398",N/A,N/A,
1028,TIGER 글로벌BBIG액티브,"10,095",250,-2.42%,0,548,"5,430",0.02,"7,366",N/A,N/A,
1029,한세엠케이,"4,200",150,-3.45%,500,542,"12,909",3.91,"26,030",-1.75,-49.66,
1030,선도전기,"3,000",0,0.00%,500,540,"18,000",5.54,0,-5.46,-11.53,
1031,TIGER 차이나바이오테크SOLACTIVE,"7,030",385,-5.19%,0,540,"7,680",1.04,"23,349",N/A,N/A,
1032,대교우B,"2,765",20,-0.72%,500,537,"19,427",3.84,"49,407",-6.60,N/A,
1033,KBSTAR 중기우량회사채,"102,585",175,+0.17%,0,533,520,0.02,717,N/A,N/A,
1034,태양금속,"1,440",60,-4.00%,500,528,"36,700",3.20,"502,296",-4.78,-12.62,
1035,TIGER Fn반도체TOP10,"8,930",170,-1.87%,0,527,"5,900",0.16,"330,856",N/A,N/A,
1036,미래아이앤지,406,7,-1.69%,100,526,"129,484",2.51,"692,514",-2.90,-22.59,
1037,TIGER 코스닥150 레버리지,"11,765",625,-5.04%,0,524,"4,450",2.96,"181,873",N/A,N/A,
1038,QV 코스닥 150 ETN,"13,065",215,-1.62%,0,523,"4,000",0.00,3,N/A,N/A,
1039,TIGER 차이나클린에너지SOLACTIVE,"8,000",410,-4.88%,0,522,"6,520",0.78,"144,413",N/A,N/A,
1040,KODEX 철강,"9,815",260,-2.58%,0,515,"5,250",3.69,"457,487",N/A,N/A,
1041,WISCOM,"3,360",110,-3.17%,500,515,"15,326",4.56,"64,798",42.53,1.02,
1042,TIGER 리츠부동산인프라채권TR KIS,"6,010",5,+0.08%,0,514,"8,550",0.02,"17,109",N/A,N/A,
1043,삼성 인버스 2X 천연가스 선물 ETN B,"1,465",230,+18.62%,0,513,"35,000",0.00,"4,583,927",N/A,N/A,
1044,이화산업,"18,300",350,-1.88%,"5,000",512,"2,800",0.23,"3,357",1.09,38.34,
1045,원림,"22,250",200,-0.89%,"5,000",511,"2,298",1.42,"5,129",36.30,1.33,
1046,HANARO 200선물인버스,"10,320",180,+1.78%,0,511,"4,950",0.43,"20,839",N/A,N/A,
1047,QV 레버리지 S&P500 ETN,"25,450","1,500",-5.57%,0,509,"2,000",0.00,30,N/A,N/A,
1048,롯데지주우,"51,100",600,-1.16%,200,505,988,0.46,"1,474",17.54,N/A,
1049,TIGER 글로벌클라우드컴퓨팅INDXX,"8,925",125,-1.38%,0,503,"5,640",0.04,"13,375",N/A,N/A,
1050,바다로19호,"3,290",15,+0.46%,"5,000",500,"15,200",1.22,"41,857",3.47,34.58,
1051,히어로즈 단기채권ESG액티브,"99,895",0,0.00%,0,499,500,0.00,0,N/A,N/A,
1052,KBSTAR 대형고배당10TR,"14,670",225,-1.51%,0,499,"3,400",0.00,"2,314",N/A,N/A,
1053,KINDEX 인도네시아MSCI(합성),"10,590",45,-0.42%,0,498,"4,700",0.04,"72,268",N/A,N/A,
1054,KBSTAR 게임테마,"14,820",465,-3.04%,0,496,"3,350",0.11,"33,643",N/A,N/A,
1055,유안타증권우,"3,795",15,-0.39%,"5,000",490,"12,912",0.25,"9,706",5.35,N/A,
1056,TIMEFOLIO Kstock액티브,"9,060",225,-2.42%,0,489,"5,400",0.00,"55,526",N/A,N/A,
1057,SOL 글로벌탄소배출권선물IHS(합성),"12,815",120,+0.95%,0,487,"3,800",0.02,"75,081",N/A,N/A,
1058,한창,727,10,-1.36%,500,486,"66,790",1.86,"753,789",-2.24,-66.20,
1059,신한 S&P500 VIX S/T 선물 ETN C,"9,645","1,360",+16.42%,0,482,"5,000",0.00,"237,389",N/A,N/A,
1060,유화증권우,"2,740",10,+0.37%,"1,000",479,"17,476",0.00,437,21.24,N/A,
1061,두산퓨얼셀2우B,"16,000",550,-3.32%,100,478,"2,986",0.20,"4,625",150.94,N/A,
1062,KODEX 증권,"7,590",135,-1.75%,0,474,"6,250",2.10,"128,035",N/A,N/A,
1063,SK디스커버리우,"34,750",450,+1.31%,"5,000",472,"1,358",1.27,"8,508",3.33,N/A,
1064,경인전자,"29,750",700,-2.30%,"5,000",467,"1,571",13.84,"7,711",12.63,6.51,
1065,KOSEF 통안채1년,"101,125",25,+0.02%,0,465,460,0.00,"1,342",N/A,N/A,
1066,진도,"3,690",140,-3.66%,500,459,"12,448",1.68,"65,610",12.90,3.61,
1067,HANARO Fn K-뉴딜디지털플러스,"9,000",195,-2.12%,0,459,"5,100",0.00,"4,567",N/A,N/A,
1068,씨아이테크,"1,135",45,-3.81%,500,453,"39,952",2.43,"144,571",-6.34,-15.91,
1069,세기상사,"10,600",300,-2.75%,500,453,"4,276",3.25,"20,061",-22.22,-9.91,
1070,성문전자,"2,315",100,-4.14%,500,451,"19,487",4.14,"155,306",15.97,10.26,
1071,TIGER KRX인터넷K-뉴딜,"7,775",240,-2.99%,0,451,"5,800",2.28,"91,617",N/A,N/A,
1072,금호전기,"2,160",65,-2.92%,500,451,"20,861",1.28,"106,960",-3.42,-41.79,
1073,미래에셋 원자재 선물 ETN(H),"14,965",285,-1.87%,0,449,"3,000",0.00,330,N/A,N/A,
1074,TRUE 코스피 200 ETN,"8,975",140,-1.54%,0,449,"5,000",0.00,"20,580",N/A,N/A,
1075,삼성 코스피 200 ETN,"8,975",155,-1.70%,0,449,"5,000",0.00,"12,643",N/A,N/A,
1076,KBSTAR 200TR,"18,305",300,-1.61%,0,448,"2,450",0.00,"19,732",N/A,N/A,
1077,체시스,"1,395",45,+3.33%,500,446,"32,000",0.84,"2,997,716",-23.25,-8.25,
1078,ARIRANG 미국S&P500(H),"17,850",645,-3.49%,0,446,"2,500",0.12,"27,004",N/A,N/A,
1079,동원금속,951,17,+1.82%,500,445,"46,755",2.41,"272,222",9.51,-55.39,
1080,한국주강,"3,930",150,-3.68%,500,444,"11,309",8.08,"71,995",-24.41,-6.26,
1081,삼성 레버리지 은 선물 ETN(H),"14,685","1,170",-7.38%,0,441,"3,000",0.00,"53,530",N/A,N/A,
1082,TBH글로벌,"2,110",125,-5.59%,500,440,"20,857",3.92,"53,938",-2.24,-29.55,
1083,KODEX 미국S&P고배당커버드콜(합성 H),"10,230",260,-2.48%,0,440,"4,300",0.02,"41,172",N/A,N/A,
1084,TRUE 코스피 양매도 3% OTM ETN,"8,750",50,-0.57%,0,438,"5,000",0.00,1,N/A,N/A,
1085,삼성 코스닥 150 ETN,"8,655",240,-2.70%,0,433,"5,000",0.00,"20,489",N/A,N/A,
1086,한솔PNS,"2,105",75,-3.44%,500,431,"20,493",4.43,"101,622",12.46,N/A,
1087,삼성 미국 대형 성장주 ETN,"21,385",505,-2.31%,0,428,"2,000",0.00,67,N/A,N/A,
1088,KODEX 차이나H레버리지(H),"2,470",200,-7.49%,0,425,"17,200",0.00,"901,382",N/A,N/A,
1089,대한항공우,"38,050",400,-1.04%,"5,000",423,"1,111",2.09,"4,449",19.97,N/A,
1090,KB 레버리지 S&P 500 선물 ETN(H),"10,465",740,-6.60%,0,419,"4,000",0.00,"1,516",N/A,N/A,
1091,모두투어리츠,"5,270",30,-0.57%,"5,000",412,"7,827",1.01,"8,197",19.23,4.85,
1092,KODEX KRX300,"16,420",310,-1.85%,0,410,"2,500",0.54,"38,356",N/A,N/A,
1093,KOSEF 릭소글로벌퓨처모빌리티MSCI,"9,750",240,-2.40%,0,410,"4,200",0.00,"1,415",N/A,N/A,
1094,미래에셋 K200 Auto-KO-P 2206-01 ETN,"13,405",325,+2.48%,0,402,"3,000",0.00,"99,131",N/A,N/A,
1095,KOSEF 미국달러선물레버리지,"10,610",165,+1.58%,0,402,"3,790",0.00,"7,202",N/A,N/A,
1096,KINDEX 국고채3년,"102,935",355,+0.35%,0,401,390,0.00,488,N/A,N/A,
1097,삼화전자,"3,810",145,-3.67%,"1,000",398,"10,458",7.91,"59,408",-10.16,-34.76,
1098,TIGER 원유선물Enhanced(H),"4,915",215,-4.19%,0,396,"8,050",0.87,"136,832",N/A,N/A,
1099,삼성 미국 대형 성장주 ETN(H),"19,720",545,-2.69%,0,394,"2,000",0.00,17,N/A,N/A,
1100,신한 구리 선물 ETN(H),"19,700",770,-3.76%,0,394,"2,000",0.00,194,N/A,N/A,
1101,TIGER 미국나스닥바이오,"18,065",445,-2.40%,0,394,"2,180",0.09,"6,199",N/A,N/A,
1102,KBSTAR 국채선물5년추종,"47,555",235,+0.50%,0,394,828,0.00,5,N/A,N/A,
1103,TIGER 레버리지,"17,710",615,-3.36%,0,390,"2,200",3.02,"97,279",N/A,N/A,
1104,신한 레버리지 금 선물 ETN,"19,430",660,-3.29%,0,389,"2,000",0.00,"2,976",N/A,N/A,
1105,ARIRANG ESG성장주액티브,"8,540",175,-2.01%,0,389,"4,550",0.01,"140,900",N/A,N/A,
1106,한화솔루션우,"34,400","1,150",-3.23%,"5,000",387,"1,124",1.01,"4,639",10.41,N/A,
1107,태원물산,"5,080",60,-1.17%,500,386,"7,600",1.72,"60,089",461.82,0.26,
1108,KODEX 차이나심천ChiNext(합성),"10,120",515,-4.84%,0,385,"3,800",1.07,"22,253",N/A,N/A,
1109,SHD,"31,650","1,500",-4.52%,"5,000",384,"1,215",1.56,"5,645",6.64,15.41,
1110,KINDEX 종합채권(AA-이상)KIS액티브,"93,475",285,+0.31%,0,384,411,0.00,"6,002",N/A,N/A,
1111,KODEX 바이오,"9,040",220,-2.38%,0,383,"4,240",0.96,"26,202",N/A,N/A,
1112,NPC우,"7,250",250,+3.57%,500,383,"5,280",1.30,"11,275,175",11.64,N/A,
1113,신한 레버리지 S&P500 선물 ETN,"19,035","1,175",-5.81%,0,381,"2,000",0.00,505,N/A,N/A,
1114,TIGER 농산물선물Enhanced(H),"8,650",145,-1.65%,0,381,"4,400",0.09,"63,887",N/A,N/A,
1115,TIGER 탄소효율그린뉴딜,"8,650",155,-1.76%,0,381,"4,400",0.00,"5,225",N/A,N/A,
1116,BYC우,"176,500","2,500",-1.40%,"5,000",380,215,0.07,41,4.97,N/A,
1117,부산주공,575,16,-2.71%,500,379,"65,974",0.76,"196,453",-2.80,-47.16,
1118,KODEX 미디어&엔터테인먼트,"17,995",505,-2.73%,0,378,"2,100",0.00,"42,910",N/A,N/A,
1119,다이나믹디자인,238,0,0.00%,500,377,"158,289",0.12,0,-1.46,-49.05,
1120,삼성 미국 대형 가치주 ETN,"18,810",485,-2.51%,0,376,"2,000",0.00,108,N/A,N/A,
1121,센트럴인사이트,"2,490",0,0.00%,500,375,"15,060",1.93,0,-5.10,-42.37,
1122,HANARO 200선물레버리지,"20,250",725,-3.46%,0,375,"1,850",0.21,"3,080",N/A,N/A,
1123,미래에셋 레버리지 옥수수 선물 ETN,"37,255",445,-1.18%,0,373,"1,000",0.00,"1,658",N/A,N/A,
1124,KOSEF 미국달러선물,"13,095",115,+0.89%,0,368,"2,810",0.08,"7,823",N/A,N/A,
1125,녹십자홀딩스2우,"43,350",600,-1.37%,500,367,846,0.19,531,38.84,N/A,
1126,남양유업우,"217,500","2,000",-0.91%,"5,000",362,167,61.61,195,-3.27,N/A,
1127,신한 인버스 2X 천연가스 선물 ETN(H),360,50,+16.13%,0,360,"100,000",0.02,"4,309,395",N/A,N/A,
1128,삼성 인버스 2X 나스닥 100 ETN(H),"7,185",460,+6.84%,0,359,"5,000",0.00,"135,808",N/A,N/A,
1129,QV 코스피 200 ETN,"35,905",490,-1.35%,0,359,"1,000",0.00,3,N/A,N/A,
1130,KOSEF 국고채3년,"108,405",290,+0.27%,0,358,330,0.00,"14,083",N/A,N/A,
1131,대한제당우,"5,470",30,+0.55%,500,355,"6,483",0.42,"8,563,415",26.05,N/A,
1132,하나 레버리지 옥수수 선물 ETN(H),"35,205",510,-1.43%,0,352,"1,000",0.00,600,N/A,N/A,
1133,TIGER 코스피고배당,"16,275",125,-0.76%,0,352,"2,160",0.05,"9,057",N/A,N/A,
1134,KODEX 코스피TR,"12,545",220,-1.72%,0,351,"2,800",0.00,"1,052",N/A,N/A,
1135,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"11,665",125,-1.06%,0,350,"3,000",0.00,"2,598",N/A,N/A,
1136,KINDEX 삼성그룹섹터가중,"15,120",310,-2.01%,0,348,"2,300",0.00,"33,888",N/A,N/A,
1137,삼성 미국 대형 가치주 ETN(H),"17,380",550,-3.07%,0,348,"2,000",0.00,6,N/A,N/A,
1138,메리츠 레버리지 대표 농산물 선물 ETN(H),"34,710",710,-2.00%,0,347,"1,000",0.00,"2,940",N/A,N/A,
1139,하나 레버리지 콩 선물 ETN(H),"34,620","1,515",-4.19%,0,346,"1,000",0.00,627,N/A,N/A,
1140,KBSTAR 200선물인버스2X,"2,650",90,+3.52%,0,344,"13,000",6.12,"383,813",N/A,N/A,
1141,에이리츠,"7,710",50,-0.64%,"5,000",344,"4,463",0.77,"5,660",10.40,9.14,
1142,코아스,"1,110",10,-0.89%,500,343,"30,907",4.64,"105,200",-6.42,-25.16,
1143,삼성 레버리지 China A50 선물 ETN(H),"33,870","2,440",-6.72%,0,339,"1,000",0.00,927,N/A,N/A,
1144,KBSTAR 내수주플러스,"9,195",170,-1.82%,0,338,"3,680",0.00,29,N/A,N/A,
1145,KODEX KRX기후변화솔루션,"8,875",205,-2.26%,0,337,"3,800",0.00,514,N/A,N/A,
1146,HANARO Fn전기&수소차,"8,510",175,-2.01%,0,336,"3,950",0.32,"18,656",N/A,N/A,
1147,KODEX 200미국채혼합,"12,350",15,+0.12%,0,336,"2,720",0.00,"14,570",N/A,N/A,
1148,삼성 레버리지 금 선물 ETN(H),"33,285","1,330",-3.84%,0,333,"1,000",0.00,"2,203",N/A,N/A,
1149,KODEX 고배당,"10,680",115,-1.07%,0,331,"3,100",0.02,"20,536",N/A,N/A,
1150,KINDEX 미국고배당S&P,"10,675",230,-2.11%,0,331,"3,100",0.21,"72,172",N/A,N/A,
1151,코리아써우,"11,150",300,-2.62%,500,331,"2,965",2.46,"9,208",5.43,N/A,
1152,신한 레버리지 다우존스지수 선물 ETN(H),"32,890","2,425",-6.87%,0,329,"1,000",0.00,"1,612",N/A,N/A,
1153,성안,577,60,-9.42%,500,328,"56,858",0.20,"4,690,619",1.51,87.37,
1154,대신 2X 아연선물 ETN(H),"16,375",915,-5.29%,0,328,"2,000",0.00,"3,958",N/A,N/A,
1155,TIGER KRX기후변화솔루션,"8,915",195,-2.14%,0,325,"3,650",0.00,484,N/A,N/A,
1156,대덕전자1우,"15,450",300,-1.90%,500,324,"2,096",1.23,"28,652",12.62,N/A,
1157,KBSTAR 미국S&P원유생산기업(합성 H),"5,930",470,-7.34%,0,323,"5,450",0.00,"160,598",N/A,N/A,
1158,KBSTAR 금융채액티브,"100,440",175,+0.17%,0,321,320,0.00,39,N/A,N/A,
1159,에셋플러스 글로벌플랫폼액티브,"6,955",205,-2.86%,0,320,"4,600",0.00,"74,081",N/A,N/A,
1160,솔루스첨단소재2우B,"19,400",500,-2.51%,100,319,"1,646",0.60,"22,195",67.13,N/A,
1161,KINDEX 친환경자동차밸류체인액티브,"9,960",350,-3.39%,0,319,"3,200",0.00,"12,346",N/A,N/A,
1162,TIGER 200IT레버리지,"43,895","1,905",-4.16%,0,318,725,0.03,"6,822",N/A,N/A,
1163,KODEX IT,"18,700",500,-2.60%,0,318,"1,700",0.04,"21,277",N/A,N/A,
1164,QV S&P500 버퍼10% 9월 ETN,"10,515",0,0.00%,0,315,"3,000",0.00,0,N/A,N/A,
1165,KODEX 탄소효율그린뉴딜,"8,670",155,-1.76%,0,312,"3,600",0.00,"2,486",N/A,N/A,
1166,TIGER 200 금융,"7,460",130,-1.71%,0,312,"4,180",0.12,"38,417",N/A,N/A,
1167,KINDEX KRX금현물,"11,130",125,-1.11%,0,312,"2,800",0.00,"245,175",N/A,N/A,
1168,KODEX 미국S&P에너지(합성),"10,710",635,-5.60%,0,310,"2,894",0.00,"56,145",N/A,N/A,
1169,TIGER 200 헬스케어,"18,900",180,-0.94%,0,306,"1,620",6.50,"16,256",N/A,N/A,
1170,LX하우시스우,"29,600",800,-2.63%,"5,000",306,"1,032",13.10,"1,259",22.61,N/A,
1171,HANARO 코스닥150,"12,305",265,-2.11%,0,305,"2,480",0.61,45,N/A,N/A,
1172,미래에셋 중국 심천 100 ETN,"15,200",485,-3.09%,0,304,"2,000",0.00,24,N/A,N/A,
1173,대상우,"22,050","2,050",+10.25%,"1,000",302,"1,370",4.09,"912,427",5.51,N/A,
1174,미래에셋 원유선물혼합 ETN(H),"30,185","1,115",-3.56%,0,302,"1,000",0.00,123,N/A,N/A,
1175,삼성 China A50 선물 ETN(H),"15,025",435,-2.81%,0,300,"2,000",0.00,814,N/A,N/A,
1176,TIGER 인도니프티50레버리지(합성),"24,300",800,-3.19%,0,296,"1,220",0.00,945,N/A,N/A,
1177,대신 밀 선물 ETN(H),"14,755",105,+0.72%,0,295,"2,000",0.00,"4,300",N/A,N/A,
1178,삼성중공우,"256,000","5,000",+1.99%,"1,000",294,115,2.36,"3,912",-124.70,N/A,
1179,신한 금 선물 ETN(H),"14,455",260,-1.77%,0,289,"2,000",0.00,432,N/A,N/A,
1180,TIGER S&P글로벌헬스케어(합성),"19,160",585,-2.96%,0,287,"1,500",0.00,"7,121",N/A,N/A,
1181,비케이탑스,"1,850",65,-3.39%,500,287,"15,513",0.42,"252,784",-0.44,N/A,
1182,ARIRANG 미국나스닥테크,"21,130",500,-2.31%,0,285,"1,350",0.08,"9,599",N/A,N/A,
1183,베트남개발1,205,1,+0.49%,0,282,"137,680",0.00,"385,168",N/A,N/A,
