N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
149,LG화학우,"247,000","4,000",-1.59%,"5,000","18,991","7,689",71.52,"12,966",5.27,N/A,
150,LS,"57,500","1,900",-3.20%,"5,000","18,515","32,200",13.11,"101,227",6.67,8.15,
151,한샘,"78,600","2,100",-2.60%,"1,000","18,498","23,534",14.68,"55,803",33.07,9.10,
152,TIGER 200,"35,450",575,-1.60%,0,"18,416","51,950",0.26,"1,437,269",N/A,N/A,
153,TIGER 단기통안채,"100,770",15,+0.01%,0,"18,195","18,056",0.65,"2,597,418",N/A,N/A,
154,효성티앤씨,"414,500","11,500",-2.70%,"5,000","17,938","4,328",10.44,"33,919",2.33,76.22,
155,효성,"85,000",900,-1.05%,"5,000","17,910","21,071",6.80,"34,626",4.09,18.04,
156,동국제강,"18,750","1,200",-6.02%,"5,000","17,894","95,433",22.32,"1,508,067",3.25,23.41,
157,JB금융지주,"9,010",0,0.00%,"5,000","17,748","196,983",41.95,"349,992",3.50,12.80,
158,후성,"19,000",550,-2.81%,500,"17,595","92,607",6.15,"1,073,717",77.87,9.61,
159,현대백화점,"75,100","2,600",-3.35%,"5,000","17,575","23,402",18.25,"61,904",9.28,4.36,
160,오뚜기,"474,500","7,500",+1.61%,"5,000","17,424","3,672",11.99,"13,131",13.46,8.91,
161,롯데칠성,"187,000","7,000",-3.61%,500,"17,352","9,279",9.46,"23,838",13.67,9.96,
162,LIG넥스원,"77,400","1,200",-1.53%,"5,000","17,028","22,000",8.06,"396,280",16.21,14.63,
163,현대위아,"62,600","4,800",-7.12%,"5,000","17,024","27,195",6.75,"804,935",27.31,1.96,
164,동원시스템즈,"58,200","1,900",-3.16%,"5,000","16,988","29,188",13.08,"30,246",39.09,6.95,
165,코오롱인더,"60,800","1,500",-2.41%,"5,000","16,732","27,519",18.82,"157,082",9.60,8.20,
166,한전KPS,"37,150",650,-1.72%,200,"16,718","45,000",5.25,"278,005",16.94,9.12,
167,대웅,"28,550","1,350",-4.52%,500,"16,600","58,142",4.60,"79,933",21.07,11.13,
168,코스모신소재,"54,500","4,100",-7.00%,"1,000","16,397","30,087",9.84,"2,849,069",90.23,9.42,
169,롯데렌탈,"44,750",800,-1.76%,"5,000","16,394","36,634",4.07,"128,080",12.14,12.28,
170,신풍제약,"30,700","1,300",-4.06%,500,"16,266","52,985",4.75,"564,631",-146.19,-3.19,
171,KODEX 단기채권PLUS,"103,780",10,+0.01%,0,"16,145","15,557",0.01,"553,284",N/A,N/A,
172,아이에스동서,"52,000",500,-0.95%,500,"16,064","30,893",4.39,"76,755",15.30,8.69,
173,TIGER 미국S&P500,"13,355",345,-2.52%,0,"15,799","118,300",0.19,"1,875,855",N/A,N/A,
174,KODEX 단기채권,"103,335",5,0.00%,0,"15,771","15,262",0.00,"15,716",N/A,N/A,
175,한미반도체,"15,900",650,-3.93%,100,"15,728","98,920",5.68,"748,502",15.17,34.59,
176,DGB금융지주,"9,200",10,-0.11%,"5,000","15,561","169,146",50.30,"541,223",3.09,9.63,
177,ESR켄달스퀘어리츠,"7,250",20,+0.28%,"1,000","15,449","213,089",53.81,"450,024",51.79,1.34,
178,일동제약,"57,600","7,200",-11.11%,"1,000","15,439","26,803",2.63,"6,480,190",-13.75,-48.94,
179,대덕전자,"31,000",150,-0.48%,500,"15,319","49,417",15.71,"1,261,721",25.33,9.55,
180,KODEX 삼성그룹,"8,940",185,-2.03%,0,"15,252","170,600",0.13,"460,042",N/A,N/A,
181,아시아나항공,"20,400",500,-2.39%,"5,000","15,180","74,412",7.51,"374,057",-4.19,-47.21,
182,일진하이솔루스,"41,050","2,150",-4.98%,500,"14,907","36,313",1.65,"156,125",144.54,4.97,
183,LX인터내셔널,"38,300",400,+1.06%,"5,000","14,845","38,760",25.19,"1,927,143",4.24,22.49,
184,두산,"89,500","6,000",-6.28%,"5,000","14,789","16,524",10.64,"224,970",9.05,11.08,
185,롯데리츠,"6,000",10,+0.17%,500,"14,578","242,969",9.41,"537,898",78.95,1.59,
186,현대엘리베이,"35,500",900,-2.47%,"5,000","14,489","40,815",30.17,"150,438",12.81,10.62,
187,KODEX 종합채권(AA-이상)액티브,"103,175",295,+0.29%,0,"14,332","13,891",0.00,"3,038",N/A,N/A,
188,LS ELECTRIC,"47,600",100,-0.21%,"5,000","14,280","30,000",15.90,"116,131",16.85,5.86,
189,한일시멘트,"20,600",400,-1.90%,500,"14,268","69,262",3.04,"149,255",18.15,5.89,
190,케이카,"29,600",400,+1.37%,500,"14,234","48,087",17.15,"163,799",29.48,20.96,
191,PI첨단소재,"48,050","1,500",-3.03%,500,"14,111","29,366",10.26,"156,954",22.05,21.03,
192,한국앤컴퍼니,"14,150",50,-0.35%,500,"13,433","94,935",9.81,"60,963",6.78,5.53,
193,TIGER 미국테크TOP10 INDXX,"11,140",265,-2.32%,0,"13,335","119,700",0.52,"1,073,948",N/A,N/A,
194,KODEX 2차전지산업,"19,660",525,-2.60%,0,"13,231","67,300",0.86,"2,527,407",N/A,N/A,
195,NHN,"35,200",600,-1.68%,500,"13,206","37,518",18.96,"57,818",11.30,6.81,
196,TIGER 2차전지테마,"20,165",640,-3.08%,0,"12,825","63,600",0.92,"2,993,136",N/A,N/A,
197,티와이홀딩스,"25,050",500,-1.96%,500,"12,758","50,929",5.87,"42,973",7.18,11.58,
198,TIGER 미국필라델피아반도체나스닥,"9,990",210,-2.06%,0,"12,752","127,650",0.29,"1,532,161",N/A,N/A,
199,영풍,"683,000","24,000",-3.39%,"5,000","12,581","1,842",3.99,"1,133",10.13,3.66,
200,TIGER MSCI Korea TR,"14,180",265,-1.83%,0,"12,493","88,100",2.50,"1,404",N/A,N/A,
201,더존비즈온,"40,900","1,000",-2.39%,500,"12,427","30,383",30.88,"159,552",23.96,12.10,
202,현대두산인프라코어,"6,270",180,-2.79%,"1,000","12,380","197,456",9.67,"751,860",2.74,24.63,
203,DL,"58,800","1,400",-2.33%,"5,000","12,322","20,956",11.79,"48,860",1.42,26.52,
204,해성디에스,"71,500","1,200",-1.65%,"5,000","12,155","17,000",9.60,"617,850",17.06,27.09,
205,솔루엠,"24,300",700,-2.80%,500,"12,151","50,006",9.40,"153,299",89.01,6.94,
206,에스엘,"25,100",800,-3.09%,500,"12,099","48,203",14.44,"164,906",12.54,6.63,
207,SK네트웍스,"4,850",35,-0.72%,"2,500","12,037","248,188",11.09,"333,775",12.22,4.64,
208,코리안리,"10,000",50,-0.50%,500,"12,037","120,369",31.13,"285,885",7.85,6.16,
209,유니드,"134,500","1,500",-1.10%,"5,000","11,957","8,890",9.25,"371,220",6.55,20.51,
210,롯데관광개발,"16,450",550,-3.24%,500,"11,837","71,960",5.50,"559,818",-5.68,-140.42,
211,금호타이어,"4,120",45,-1.08%,"5,000","11,835","287,260",3.87,"226,462",-16.61,-6.08,
212,TIGER TOP10,"11,500",175,-1.50%,0,"11,828","102,850",0.26,"399,224",N/A,N/A,
213,종근당,"96,200",600,-0.62%,"2,500","11,532","11,988",7.44,"12,422",26.99,7.65,
214,DL이앤씨,"59,200","1,700",-2.79%,"5,000","11,460","19,359",18.63,"194,177",4.37,N/A,
215,하나투어,"81,700",400,-0.49%,500,"11,388","13,939",6.59,"73,139",-25.89,-39.92,
216,명신산업,"21,600",850,-3.79%,500,"11,334","52,470",2.94,"427,316",23.28,18.85,
217,태광산업,"1,001,000","9,000",-0.89%,"5,000","11,145","1,113",5.83,296,3.51,8.77,
218,동양생명,"6,900",10,+0.15%,"5,000","11,134","161,359",82.39,"95,540",4.04,N/A,
219,신세계인터내셔날,"31,000","1,800",-5.49%,"1,000","11,067","35,700",4.55,"207,063",13.48,12.11,
220,CJ CGV,"27,000","1,000",-3.57%,500,"11,024","40,828",2.81,"355,080",-3.50,-156.09,
221,제주항공,"21,950",750,-3.30%,"1,000","10,922","49,760",0.86,"205,691",-3.38,-135.83,
222,SK리츠,"7,000",90,+1.30%,500,"10,851","155,021",0.70,"267,699",122.81,1.13,
223,미원에스씨,"211,500",500,-0.24%,500,"10,786","5,100",0.53,"1,884",13.50,27.20,
224,세방전지,"76,400","5,800",-7.06%,500,"10,696","14,000",26.42,"120,245",12.69,7.38,
225,프레스티지바이오파마,"17,700",800,-4.32%,0,"10,637","60,096",61.98,"158,977",-32.90,-1.78,
226,한화투자증권,"4,930",50,+1.02%,"5,000","10,577","214,548",6.32,"2,636,346",7.50,9.24,
227,SK가스,"114,500","1,500",-1.29%,"5,000","10,569","9,230",5.23,"9,224",4.24,12.41,
228,KODEX 200TR,"11,630",190,-1.61%,0,"10,554","90,750",0.16,"259,678",N/A,N/A,
229,KODEX MSCI Korea TR,"11,275",190,-1.66%,0,"10,452","92,700",6.16,"469,677",N/A,N/A,
230,F&F홀딩스,"26,700","1,600",-5.65%,500,"10,444","39,114",0.79,"43,218",0.30,153.88,
231,LG전자우,"60,500",900,-1.47%,"5,000","10,398","17,186",40.08,"63,886",10.60,N/A,
232,LG생활건강우,"489,000","8,000",-1.61%,"5,000","10,268","2,100",82.99,"1,539",10.26,N/A,
233,한국콜마,"44,500","1,850",-3.99%,500,"10,182","22,881",24.42,"132,465",28.43,5.48,
234,녹십자홀딩스,"21,550",450,-2.05%,500,"10,135","47,028",5.49,"58,567",19.31,5.68,
235,지누스,"63,800","2,300",-3.48%,500,"10,081","15,800",18.78,"51,365",19.52,11.57,
236,HDC현대산업개발,"15,150",50,+0.33%,"5,000","9,985","65,907",11.42,"2,649,028",5.66,6.28,
237,대한유화,"153,500","5,500",-3.46%,"5,000","9,978","6,500",11.66,"30,753",6.65,7.64,
238,화승엔터프라이즈,"16,450",450,-2.66%,500,"9,965","60,581",3.45,"209,239",-152.31,-1.24,
239,한세실업,"24,650","1,650",-6.27%,500,"9,860","40,000",5.75,"1,185,584",14.64,15.21,
240,삼성 레버리지 WTI원유 선물 ETN,"1,955",160,-7.57%,0,"9,853","504,000",0.00,"1,450,925",N/A,N/A,
241,KCC글라스,"61,500","1,000",-1.60%,"1,000","9,822","15,971",10.14,"53,357",8.38,N/A,
242,KBSTAR 200,"35,620",580,-1.60%,0,"9,813","27,550",0.00,"190,463",N/A,N/A,
243,이노션,"48,900",500,-1.01%,500,"9,780","20,000",32.10,"27,367",14.85,8.29,
244,제이알글로벌리츠,"5,820",20,+0.34%,"1,000","9,638","165,600",9.49,"819,086",56.50,2.10,
245,한올바이오파마,"18,300",600,-3.17%,500,"9,560","52,241",5.70,"118,359",107.65,5.16,
246,대성홀딩스,"58,900",800,-1.34%,"1,000","9,477","16,089",5.79,"58,482",56.63,3.61,
247,콘텐트리중앙,"49,550","1,450",-2.84%,"5,000","9,450","19,073",1.76,"154,128",-16.15,-28.44,
248,다우기술,"21,000",300,-1.41%,500,"9,422","44,867",21.95,"55,650",2.51,21.11,
249,GKL,"15,200",100,-0.65%,500,"9,402","61,856",2.33,"208,582",-8.30,-26.04,
250,진에어,"18,000",400,-2.17%,"1,000","9,396","52,200",2.10,"207,564",-6.39,-98.62,
251,동원산업,"255,000","6,500",+2.62%,"5,000","9,378","3,678",8.47,"21,155",5.54,12.59,
252,오리온홀딩스,"14,950",150,+1.01%,500,"9,365","62,645",4.89,"199,485",10.89,4.23,
253,코스맥스,"82,300","2,000",-2.37%,500,"9,341","11,350",21.93,"76,478",11.96,16.47,
254,TKG휴켐스,"22,750",100,-0.44%,"1,000","9,300","40,879",5.98,"163,366",12.29,11.06,
255,풍산,"32,800",650,-1.94%,"5,000","9,192","28,024",12.39,"105,823",3.78,15.56,
256,서울가스,"183,500","1,000",-0.54%,"5,000","9,175","5,000",6.28,"1,218",110.48,0.80,
257,더블유게임즈,"49,900",800,-1.58%,500,"9,169","18,375",9.91,"40,414",7.31,16.50,
258,대신증권,"17,900",400,-2.19%,"5,000","9,088","50,773",14.51,"85,050",2.52,26.41,
259,현대그린푸드,"9,210",0,0.00%,500,"8,999","97,704",9.11,"592,570",20.70,2.41,
260,SBS,"49,200","2,500",-4.84%,"5,000","8,980","18,253",0.00,"85,668",6.60,23.21,
261,보령,"12,950",200,-1.52%,500,"8,895","68,690",6.86,"77,766",19.83,10.58,
262,대상,"25,550",500,-1.92%,"1,000","8,853","34,648",11.56,"929,815",6.38,12.48,
263,한섬,"35,700","1,450",-3.90%,500,"8,793","24,630",27.96,"94,179",7.68,9.71,
264,진원생명과학,"11,300",800,-6.61%,"1,000","8,778","77,679",13.81,"930,119",-50.00,-10.50,
265,영진약품,"4,755",155,-3.16%,500,"8,697","182,893",4.31,"430,078",-75.48,-10.56,
266,미원상사,"173,500","2,500",-1.42%,500,"8,623","4,970",3.40,"2,556",14.93,20.49,
267,KODEX 코스닥150레버리지,"10,770",570,-5.03%,0,"8,573","79,600",0.99,"9,030,932",N/A,N/A,
268,대한해운,"2,670",60,-2.20%,500,"8,522","319,177",6.45,"903,058",3.16,23.91,
269,KODEX 인버스,"4,475",75,+1.70%,0,"8,467","189,200",1.49,"33,367,389",N/A,N/A,
270,TIGER 200 IT,"31,945",760,-2.32%,0,"8,331","26,080",0.16,"93,728",N/A,N/A,
271,엠씨넥스,"45,750","1,150",-2.45%,500,"8,224","17,975",9.38,"202,446",20.74,14.32,
272,SGC에너지,"55,400",400,-0.72%,"5,000","8,131","14,677",3.38,"49,711",13.57,10.22,
273,SPC삼립,"93,900","2,000",-2.09%,"5,000","8,103","8,629",3.57,"16,324",20.03,12.68,
274,부광약품,"11,400",300,-2.56%,500,"8,101","71,063",4.02,"286,425",-876.92,-0.35,
275,롯데제과,"126,000","1,500",-1.18%,500,"8,085","6,417",17.12,"7,371",23.17,2.88,
276,SK디스커버리,"41,500",200,+0.48%,"5,000","7,901","19,038",7.83,"48,305",3.98,9.77,
277,덴티움,"70,100","5,200",-6.91%,500,"7,759","11,069",17.34,"177,230",13.98,21.29,
278,쿠쿠홈시스,"34,450",450,-1.29%,100,"7,730","22,437",4.62,"42,736",5.08,26.53,
279,디티알오토모티브,"77,200","2,900",-3.62%,500,"7,715","9,994",4.00,"21,361",9.55,12.09,
280,현대일렉트릭,"21,400","1,150",-5.10%,"5,000","7,714","36,047",14.37,"128,188",-22.89,-5.08,
281,우리종금,882,8,-0.90%,500,"7,710","874,203",2.11,"1,987,490",9.69,14.16,
282,LX홀딩스,"10,100",50,+0.50%,"1,000","7,704","76,281",9.72,"263,697",3.66,N/A,
283,삼양식품,"102,000","4,500",-4.23%,"5,000","7,684","7,533",9.83,"151,754",13.64,15.38,
284,신한 레버리지 WTI원유 선물 ETN(H),"1,505",125,-7.67%,0,"7,525","500,000",0.00,"501,950",N/A,N/A,
285,아모레퍼시픽우,"71,000","4,800",-6.33%,500,"7,496","10,558",64.38,"27,956",25.30,N/A,
286,효성화학,"232,500","7,500",-3.12%,"5,000","7,417","3,190",7.25,"9,460",10.53,15.58,
287,삼양홀딩스,"86,600","2,000",-2.26%,"5,000","7,417","8,564",7.98,"14,799",3.23,14.53,
288,경동나비엔,"50,800",900,-1.74%,"1,000","7,401","14,569",11.77,"37,960",8.72,20.20,
289,남해화학,"14,850",100,-0.67%,"1,000","7,377","49,679",4.66,"3,513,623",34.06,N/A,
290,유안타증권,"3,640",70,-1.89%,"5,000","7,265","199,597",63.30,"181,029",5.13,10.35,
291,현대홈쇼핑,"60,300",100,+0.17%,"5,000","7,236","12,000",28.49,"34,347",7.12,5.53,
292,SNT모티브,"49,200","1,000",-1.99%,"5,000","7,195","14,623",17.61,"114,653",8.98,9.90,
293,미래에셋생명,"3,995",20,-0.50%,"5,000","7,072","177,016",4.33,"43,060",10.01,3.78,
294,동원F&B,"183,000",0,0.00%,"5,000","7,062","3,859",6.33,"10,853",10.16,8.99,
295,드림텍,"10,500",200,-1.87%,100,"7,053","67,173",20.28,"164,805",9.85,22.97,
296,흥아해운,"2,930",125,-4.09%,500,"7,044","240,425",0.72,"720,133",24.83,42.88,
297,코리아써키트,"29,800","1,300",-4.18%,500,"7,039","23,621",3.49,"361,649",14.52,14.99,
298,현대건설기계,"35,700","1,300",-3.51%,"5,000","7,033","19,701",15.05,"59,760",6.20,8.92,
299,KODEX 자동차,"18,640",270,-1.43%,0,"7,009","37,600",0.56,"920,974",N/A,N/A,
300,한국단자,"67,100","1,900",-2.75%,500,"6,988","10,415",21.31,"28,219",11.11,7.83,
301,동아쏘시오홀딩스,"110,000",500,-0.45%,"5,000","6,984","6,349",12.36,"8,887",11.44,6.50,
302,풀무원,"18,150",200,-1.09%,500,"6,919","38,121",1.25,"443,181",57.26,2.91,
303,영원무역홀딩스,"50,700","1,500",-2.87%,500,"6,913","13,636",20.41,"21,727",3.13,14.72,
304,파미셀,"11,300",250,-2.16%,500,"6,775","59,959",8.18,"127,644",71.07,15.54,
305,롯데손해보험,"2,170",130,-5.65%,"1,000","6,734","310,336",1.01,"1,306,826",5.62,12.30,
306,KINDEX 200,"35,685",600,-1.65%,0,"6,727","18,850",14.20,"103,981",N/A,N/A,
307,쿠쿠홀딩스,"18,600",400,-2.11%,100,"6,615","35,562",7.16,"38,987",4.57,17.58,
308,HJ중공업,"7,940",150,-1.85%,"5,000","6,612","83,274",20.20,"17,345",-4.73,-37.18,
309,세아베스틸지주,"18,400",750,-3.92%,"5,000","6,599","35,862",15.13,"101,075",3.55,10.81,
310,HANARO 200,"35,470",595,-1.65%,0,"6,597","18,600",0.01,"106,663",N/A,N/A,
311,넥센타이어,"6,720",170,-2.47%,500,"6,563","97,668",4.48,"250,388",146.09,0.31,
312,NICE,"17,300",50,-0.29%,500,"6,554","37,882",18.71,"23,009",11.27,8.01,
313,DI동일,"25,500","1,250",-4.67%,500,"6,520","25,568",0.13,"97,368",15.52,8.01,
314,SK디앤디,"28,900",350,-1.20%,"1,000","6,413","22,190",5.01,"10,018",5.25,22.91,
315,미래에셋증권2우B,"4,480",35,-0.78%,"5,000","6,272","140,000",11.62,"153,663",3.07,N/A,
316,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),"9,230",435,-4.50%,0,"6,254","67,760",1.02,"393,123",N/A,N/A,
317,JW중외제약,"27,950","1,300",-4.44%,"2,500","6,199","22,178",8.20,"143,719",-681.71,-0.47,
318,한화손해보험,"5,260",120,-2.23%,"5,000","6,140","116,739",8.27,"1,008,693",5.03,6.13,
319,KODEX Top5PlusTR,"17,115",315,-1.81%,0,"6,059","35,400",14.13,"29,312",N/A,N/A,
320,KBSTAR 단기통안채,"105,080",15,+0.01%,0,"6,057","5,764",0.00,"102,260",N/A,N/A,
321,KG케미칼,"43,600","1,650",-3.65%,"5,000","6,046","13,866",2.99,"806,565",8.09,17.39,
322,SIMPAC,"9,220",30,-0.32%,500,"6,033","65,430",7.81,"201,022",6.64,17.98,
323,QV 코스피 변동성 매칭형 양매도 ETN,"8,615",0,0.00%,0,"6,030","70,000",0.00,0,N/A,N/A,
324,ARIRANG 200,"36,155",615,-1.67%,0,"6,020","16,650",0.16,"192,571",N/A,N/A,
325,세아제강지주,"145,000","7,500",-4.92%,"5,000","6,005","4,142",6.93,"29,416",3.41,16.14,
326,일동홀딩스,"51,900",300,+0.58%,"1,000","5,989","11,540",0.71,"2,305,204",-8.45,-80.54,
327,송원산업,"24,950","1,100",-4.22%,500,"5,988","24,000",18.59,"290,461",8.29,14.43,
328,KODEX 코스닥150,"12,250",350,-2.78%,0,"5,972","48,750",1.02,"2,769,851",N/A,N/A,
329,삼양사,"57,200",400,+0.70%,"5,000","5,899","10,313",4.39,"66,743",14.85,3.39,
330,DL건설,"26,700",350,-1.29%,"5,000","5,888","22,053",2.26,"24,592",3.54,19.95,
331,동아에스티,"69,100",500,-0.72%,"5,000","5,836","8,446",20.21,"10,394",45.52,1.97,
332,삼화콘덴서,"56,000","2,200",-3.78%,"1,000","5,821","10,395",7.28,"61,362",20.48,15.15,
333,아세아시멘트,"14,900",800,-5.10%,500,"5,805","38,958",3.79,"252,097",6.13,11.01,
334,한국카본,"13,150",250,-1.87%,500,"5,781","43,961",8.58,"1,002,870",40.34,3.73,
335,자화전자,"32,000","1,600",-4.76%,500,"5,728","17,900",6.63,"1,193,367",26.60,7.54,
336,한일현대시멘트,"31,850",950,-2.90%,"5,000","5,661","17,775",0.37,"14,482",13.79,13.92,
337,한국토지신탁,"2,240",35,-1.54%,"1,000","5,656","252,489",17.61,"796,524",4.06,14.37,
338,롯데정보통신,"36,650","1,150",-3.04%,"5,000","5,643","15,396",1.27,"34,525",16.28,8.19,
339,율촌화학,"22,700",500,-2.16%,500,"5,630","24,800",5.15,"49,365",66.57,2.44,
340,잇츠한불,"25,650","1,050",-3.93%,500,"5,625","21,929",0.77,"308,464",-32.26,-4.50,
341,롯데하이마트,"23,750",250,-1.04%,"5,000","5,607","23,608",7.50,"14,718",-9.76,-3.06,
342,KINDEX 미국S&P500,"13,455",350,-2.54%,0,"5,557","41,300",0.66,"392,185",N/A,N/A,
343,LF,"18,850",900,-4.56%,"5,000","5,512","29,240",23.58,"93,164",4.65,9.24,
344,빙그레,"55,400",600,-1.07%,"5,000","5,458","9,851",21.06,"24,415",-28.24,-3.37,
345,신영증권,"57,500",300,-0.52%,"5,000","5,397","9,386",7.82,"4,634",10.32,15.34,
346,BGF,"5,610",40,-0.71%,"1,000","5,370","95,717",5.81,"302,467",8.19,4.26,
347,락앤락,"10,350",300,-2.82%,500,"5,335","51,550",75.46,"32,910",33.82,2.38,
348,효성중공업,"57,100","1,500",-2.56%,"5,000","5,324","9,325",6.43,"15,443",9.24,6.35,
349,대한제강,"21,350",650,-2.95%,"1,000","5,262","24,647",9.46,"83,409",3.72,24.75,
350,애경케미칼,"10,800",350,+3.35%,500,"5,254","48,649",8.09,"703,907",4.85,14.23,
351,SK렌터카,"11,050",350,-3.07%,500,"5,225","47,286",0.73,"83,482",25.40,4.35,
352,LX하우시스,"58,200","3,300",-5.37%,"5,000","5,219","8,968",16.69,"118,184",44.46,1.54,
353,삼성화재우,"163,500","2,500",-1.51%,500,"5,219","3,192",22.78,"10,018",7.37,N/A,
354,KOSEF 200TR,"42,250",725,-1.69%,0,"5,218","12,350",0.02,"74,524",N/A,N/A,
355,코스모화학,"18,700",600,-3.11%,"1,000","5,210","27,860",2.90,"1,784,397",47.10,7.89,
356,고려제강,"22,650",100,+0.44%,"1,000","5,210","23,000",7.79,"109,723",4.01,9.00,
357,애경산업,"19,500",550,-2.74%,"1,000","5,150","26,410",2.46,"47,194",32.77,4.63,
358,국도화학,"56,600","2,800",-4.71%,"5,000","5,100","9,011",19.91,"113,980",2.88,23.53,
359,코람코에너지리츠,"7,300",30,+0.41%,500,"5,082","69,620",2.31,"277,745",25.52,5.67,
360,이수페타시스,"7,980",370,-4.43%,"1,000","5,047","63,246",4.58,"1,637,370",-109.32,-3.78,
361,교보증권,"7,740",90,-1.15%,"5,000","5,004","64,653",4.06,"47,362",3.49,10.79,
362,신성통상,"3,475",185,-5.05%,500,"4,994","143,708",1.45,"1,578,361",8.25,11.62,
363,코오롱글로벌,"19,800",500,-2.46%,"5,000","4,992","25,210",1.75,"26,442",3.64,25.89,
364,한국자산신탁,"4,000",30,-0.74%,500,"4,959","123,978",7.95,"105,908",4.61,13.28,
365,키다리스튜디오,"13,450",300,-2.18%,500,"4,911","36,511",1.09,"59,249",117.98,2.84,
366,LG헬로비전,"6,330",290,-4.38%,"2,500","4,902","77,447",3.33,"1,479,696",18.19,4.20,
367,한진,"32,750",300,-0.91%,"5,000","4,895","14,948",11.17,"64,799",3.08,13.72,
368,이연제약,"26,850",400,-1.47%,500,"4,833","17,999",2.04,"70,383",88.03,2.33,
369,세아홀딩스,"120,500","1,000",-0.82%,"5,000","4,820","4,000",0.69,208,9.78,2.59,
370,HSD엔진,"10,300",300,-2.83%,"1,000","4,812","46,721",6.19,"472,586",-11.03,-19.71,
371,삼성SDI우,"297,000","11,000",-3.57%,"5,000","4,805","1,618",15.14,"5,072",17.87,N/A,
372,코오롱플라스틱,"12,550",350,-2.71%,"1,000","4,769","38,000",0.66,"305,696",21.94,10.38,
373,일양약품,"24,850",850,-3.31%,"2,500","4,743","19,086",10.42,"41,779",33.76,6.67,
374,KEC,"3,240",175,-5.12%,500,"4,690","144,748",2.17,"4,224,043",40.50,4.41,
375,삼부토건,"2,545",15,-0.59%,"1,000","4,672","183,557",3.46,"4,815,119",43.14,3.67,
376,유나이티드제약,"28,600","1,650",-5.45%,500,"4,646","16,245",7.31,"199,861",16.21,9.92,
377,맵스리얼티1,"5,000",10,+0.20%,0,"4,642","92,834",3.58,"111,250",N/A,N/A,
378,경방,"16,750",600,+3.72%,500,"4,592","27,415",1.77,"44,263",20.60,2.98,
379,서흥,"39,000",500,-1.27%,500,"4,512","11,569",11.82,"26,839",8.40,14.79,
380,TIGER KRX2차전지K-뉴딜,"14,095",320,-2.22%,0,"4,482","31,800",0.87,"1,942,343",N/A,N/A,
381,삼천리,"110,500",0,0.00%,"5,000","4,481","4,055",16.08,"16,068",7.53,4.52,
382,KODEX 선진국MSCI World,"20,435",535,-2.55%,0,"4,455","21,800",0.00,"112,682",N/A,N/A,
383,에어부산,"2,275",45,-1.94%,"1,000","4,412","193,920",0.38,"572,828",-1.07,-220.90,
384,스카이라이프,"9,200",160,-1.71%,"2,500","4,400","47,822",14.33,"56,680",7.31,7.87,
385,케이씨텍,"21,050",500,-2.32%,500,"4,391","20,862",10.33,"39,476",10.47,11.45,
386,한라홀딩스,"41,900",150,-0.36%,"5,000","4,388","10,472",10.96,"27,618",4.13,11.19,
387,미래에셋 레버리지 원유선물혼합 ETN(H),"10,665",955,-8.22%,0,"4,373","41,000",0.00,"17,992",N/A,N/A,
388,아주스틸,"16,500",300,-1.79%,500,"4,365","26,452",20.78,"82,137",11.89,18.76,
389,HDC,"7,260",80,-1.09%,"5,000","4,337","59,742",18.28,"248,918",3.83,4.90,
390,KODEX 코스닥150선물인버스,"4,700",115,+2.51%,0,"4,329","92,100",6.27,"31,167,174",N/A,N/A,
391,세아제강,"152,500","6,500",-4.09%,"5,000","4,325","2,836",8.34,"42,645",4.73,14.34,
392,한전산업,"13,250",250,-1.85%,500,"4,320","32,600",1.01,"419,726",50.19,10.22,
393,스틱인베스트먼트,"10,300",100,+0.98%,500,"4,293","41,678",5.75,"556,690",7.40,28.35,
394,YG PLUS,"6,760",50,-0.73%,500,"4,288","63,429",1.55,"332,818",19.48,19.57,
395,KINDEX 단기통안채,"100,405",10,+0.01%,0,"4,268","4,251",0.00,"3,476",N/A,N/A,
396,동일산업,"175,000",0,0.00%,"5,000","4,244","2,425",3.54,"2,665",9.69,11.48,
397,이리츠코크렙,"6,700",70,+1.06%,500,"4,244","63,342",1.47,"157,145",47.18,3.58,
398,신한알파리츠,"8,060",40,+0.50%,"1,000","4,218","52,330",2.78,"138,124",59.26,0.59,
399,KOSEF 200,"35,370",620,-1.72%,0,"4,209","11,900",0.00,"12,178",N/A,N/A,
400,롯데푸드,"346,500","2,000",-0.57%,"5,000","4,189","1,209",9.93,"3,122",-387.58,-0.14,
401,쌍용차,"2,770",0,0.00%,"5,000","4,151","149,840",76.58,0,-1.61,305.77,
402,교촌에프앤비,"16,600",200,+1.22%,500,"4,147","24,983",0.45,"270,319",13.89,17.91,
403,퍼시스,"36,000",200,-0.55%,"1,000","4,140","11,500",20.48,884,9.18,9.41,
404,대한제당,"4,610",410,+9.76%,500,"4,135","89,697",2.31,"39,519,865",21.95,4.08,
405,지역난방공사,"35,700",400,-1.11%,"5,000","4,134","11,579",0.78,"1,656",19.27,1.18,
406,한일홀딩스,"13,400",150,-1.11%,"1,000","4,132","30,833",3.03,"6,864",9.18,3.32,
407,NPC,"11,250",50,+0.45%,500,"4,131","36,720",2.16,"9,297,854",18.06,8.49,
408,대상홀딩스,"11,350",650,+6.07%,"1,000","4,110","36,213",4.76,"6,887,893",7.82,7.92,
